Region,Country,State,City,Month,Day,Year,AvgTemperature
Europe,Russia,,Moscow,10,31,1998,39.0
Europe,Russia,,Moscow,11,1,1998,37.6
Europe,Russia,,Moscow,11,2,1998,34.2
Europe,Russia,,Moscow,11,3,1998,33.3
Europe,Russia,,Moscow,11,4,1998,32.9
Europe,Russia,,Moscow,11,5,1998,31.7
Europe,Russia,,Moscow,11,6,1998,33.3
Europe,Russia,,Moscow,11,7,1998,32.1
Europe,Russia,,Moscow,11,8,1998,26.2
Europe,Russia,,Moscow,11,9,1998,20.9
Europe,Russia,,Moscow,11,10,1998,10.2
Europe,Russia,,Moscow,11,11,1998,7.1
Europe,Russia,,Moscow,11,12,1998,5.4
Europe,Russia,,Moscow,11,13,1998,11.7
Europe,Russia,,Moscow,11,14,1998,14.7
Europe,Russia,,Moscow,11,15,1998,14.5
Europe,Russia,,Moscow,11,16,1998,7.0
Europe,Russia,,Moscow,11,17,1998,7.3
Europe,Russia,,Moscow,11,18,1998,10.5
Europe,Russia,,Moscow,11,19,1998,9.1
Europe,Russia,,Moscow,11,20,1998,5.6
Europe,Russia,,Moscow,11,21,1998,-1.9
Europe,Russia,,Moscow,11,22,1998,5.7
Europe,Russia,,Moscow,11,23,1998,17.6
Europe,Russia,,Moscow,11,24,1998,14.1
Europe,Russia,,Moscow,11,25,1998,15.6
Europe,Russia,,Moscow,11,26,1998,11.2
Europe,Russia,,Moscow,11,27,1998,21.2
Europe,Russia,,Moscow,11,28,1998,14.8
Europe,Russia,,Moscow,11,29,1998,0.3
Europe,Russia,,Moscow,11,30,1998,-6.0
Europe,Russia,,Moscow,12,1,1998,-5.1
Europe,Russia,,Moscow,12,2,1998,6.9
Europe,Russia,,Moscow,12,3,1998,19.4
Europe,Russia,,Moscow,12,4,1998,14.7
Europe,Russia,,Moscow,12,5,1998,19.9
Europe,Russia,,Moscow,12,6,1998,26.1
Europe,Russia,,Moscow,12,7,1998,25.8
Europe,Russia,,Moscow,12,8,1998,20.4
Europe,Russia,,Moscow,12,9,1998,15.1
Europe,Russia,,Moscow,12,10,1998,16.1
Europe,Russia,,Moscow,12,11,1998,21.6
Europe,Russia,,Moscow,12,12,1998,7.5
Europe,Russia,,Moscow,12,13,1998,2.7
Europe,Russia,,Moscow,12,14,1998,2.1
Europe,Russia,,Moscow,12,15,1998,4.8
Europe,Russia,,Moscow,12,16,1998,28.1
Europe,Russia,,Moscow,12,17,1998,29.1
Europe,Russia,,Moscow,12,18,1998,32.1
Europe,Russia,,Moscow,12,19,1998,34.4
Europe,Russia,,Moscow,12,20,1998,32.4
Europe,Russia,,Moscow,12,21,1998,31.9
Europe,Russia,,Moscow,12,22,1998,12.2
Europe,Russia,,Moscow,12,23,1998,6.4
Europe,Russia,,Moscow,12,24,1998,-99
Europe,Russia,,Moscow,12,25,1998,-99
Europe,Russia,,Moscow,12,26,1998,25.0
Europe,Russia,,Moscow,12,27,1998,32.2
Europe,Russia,,Moscow,12,28,1998,35.6
Europe,Russia,,Moscow,12,29,1998,36.3
Europe,Russia,,Moscow,12,30,1998,-99
Europe,Russia,,Moscow,12,31,1998,-99
Europe,Russia,,Moscow,1,1,1999,18.1
Europe,Russia,,Moscow,1,2,1999,18.5
Europe,Russia,,Moscow,1,3,1999,21.6
Europe,Russia,,Moscow,1,4,1999,23.0
Europe,Russia,,Moscow,1,5,1999,32.5
Europe,Russia,,Moscow,1,6,1999,33.3
Europe,Russia,,Moscow,1,7,1999,32.5
Europe,Russia,,Moscow,1,8,1999,14.9
Europe,Russia,,Moscow,1,9,1999,8.1
Europe,Russia,,Moscow,1,10,1999,-99
Europe,Russia,,Moscow,1,11,1999,7.3
Europe,Russia,,Moscow,1,12,1999,3.8
Europe,Russia,,Moscow,1,13,1999,15.5
Europe,Russia,,Moscow,1,14,1999,25.1
Europe,Russia,,Moscow,1,15,1999,28.7
Europe,Russia,,Moscow,1,16,1999,28.5
Europe,Russia,,Moscow,1,17,1999,26.7
Europe,Russia,,Moscow,1,18,1999,28.5
Europe,Russia,,Moscow,1,19,1999,24.8
Europe,Russia,,Moscow,1,20,1999,22.7
Europe,Russia,,Moscow,1,21,1999,29.3
Europe,Russia,,Moscow,1,22,1999,31.0
Europe,Russia,,Moscow,1,23,1999,31.8
Europe,Russia,,Moscow,1,24,1999,31.1
Europe,Russia,,Moscow,1,25,1999,27.6
Europe,Russia,,Moscow,1,26,1999,31.6
Europe,Russia,,Moscow,1,27,1999,16.9
Europe,Russia,,Moscow,1,28,1999,26.3
Europe,Russia,,Moscow,1,29,1999,29.8
Europe,Russia,,Moscow,1,30,1999,13.9
Europe,Russia,,Moscow,1,31,1999,-0.7
Europe,Russia,,Moscow,2,1,1999,12.7
Europe,Russia,,Moscow,2,2,1999,3.1
Europe,Russia,,Moscow,2,3,1999,-13.9
Europe,Russia,,Moscow,2,4,1999,-0.6
Europe,Russia,,Moscow,2,5,1999,28.7
Europe,Russia,,Moscow,2,6,1999,30.0
Europe,Russia,,Moscow,2,7,1999,23.0
Europe,Russia,,Moscow,2,8,1999,7.8
Europe,Russia,,Moscow,2,9,1999,19.2
Europe,Russia,,Moscow,2,10,1999,22.6
Europe,Russia,,Moscow,2,11,1999,21.9
Europe,Russia,,Moscow,2,12,1999,16.2
Europe,Russia,,Moscow,2,13,1999,8.1
Europe,Russia,,Moscow,2,14,1999,14.9
Europe,Russia,,Moscow,2,15,1999,23.9
Europe,Russia,,Moscow,2,16,1999,26.7
Europe,Russia,,Moscow,2,17,1999,28.2
Europe,Russia,,Moscow,2,18,1999,29.4
Europe,Russia,,Moscow,2,19,1999,30.4
Europe,Russia,,Moscow,2,20,1999,23.7
Europe,Russia,,Moscow,2,21,1999,17.8
Europe,Russia,,Moscow,2,22,1999,14.2
Europe,Russia,,Moscow,2,23,1999,17.9
Europe,Russia,,Moscow,2,24,1999,32.7
Europe,Russia,,Moscow,2,25,1999,29.3
Europe,Russia,,Moscow,2,26,1999,25.9
Europe,Russia,,Moscow,2,27,1999,24.3
Europe,Russia,,Moscow,2,28,1999,21.4
Europe,Russia,,Moscow,3,1,1999,25.3
Europe,Russia,,Moscow,3,2,1999,31.8
Europe,Russia,,Moscow,3,3,1999,30.4
Europe,Russia,,Moscow,3,4,1999,30.9
Europe,Russia,,Moscow,3,5,1999,33.1
Europe,Russia,,Moscow,3,6,1999,32.0
Europe,Russia,,Moscow,3,7,1999,26.3
Europe,Russia,,Moscow,3,8,1999,13.3
Europe,Russia,,Moscow,3,9,1999,13.2
Europe,Russia,,Moscow,3,10,1999,17.2
Europe,Russia,,Moscow,3,11,1999,20.6
Europe,Russia,,Moscow,3,12,1999,24.2
Europe,Russia,,Moscow,3,13,1999,25.4
Europe,Russia,,Moscow,3,14,1999,18.6
Europe,Russia,,Moscow,3,15,1999,16.5
Europe,Russia,,Moscow,3,16,1999,19.5
Europe,Russia,,Moscow,3,17,1999,22.1
Europe,Russia,,Moscow,3,18,1999,26.1
Europe,Russia,,Moscow,3,19,1999,30.1
Europe,Russia,,Moscow,3,20,1999,31.2
Europe,Russia,,Moscow,3,21,1999,27.0
Europe,Russia,,Moscow,3,22,1999,25.5
Europe,Russia,,Moscow,3,23,1999,31.4
Europe,Russia,,Moscow,3,24,1999,36.5
Europe,Russia,,Moscow,3,25,1999,34.8
Europe,Russia,,Moscow,3,26,1999,38.0
Europe,Russia,,Moscow,3,27,1999,41.1
Europe,Russia,,Moscow,3,28,1999,44.6
Europe,Russia,,Moscow,3,29,1999,44.5
Europe,Russia,,Moscow,3,30,1999,44.4
Europe,Russia,,Moscow,3,31,1999,43.9
Europe,Russia,,Moscow,4,1,1999,44.8
Europe,Russia,,Moscow,4,2,1999,44.8
Europe,Russia,,Moscow,4,3,1999,34.6
Europe,Russia,,Moscow,4,4,1999,27.5
Europe,Russia,,Moscow,4,5,1999,25.7
Europe,Russia,,Moscow,4,6,1999,30.2
Europe,Russia,,Moscow,4,7,1999,37.3
Europe,Russia,,Moscow,4,8,1999,40.8
Europe,Russia,,Moscow,4,9,1999,42.3
Europe,Russia,,Moscow,4,10,1999,45.3
Europe,Russia,,Moscow,4,11,1999,45.9
Europe,Russia,,Moscow,4,12,1999,47.6
Europe,Russia,,Moscow,4,13,1999,44.1
Europe,Russia,,Moscow,4,14,1999,43.5
Europe,Russia,,Moscow,4,15,1999,45.7
Europe,Russia,,Moscow,4,16,1999,53.9
Europe,Russia,,Moscow,4,17,1999,59.3
Europe,Russia,,Moscow,4,18,1999,58.6
Europe,Russia,,Moscow,4,19,1999,57.8
Europe,Russia,,Moscow,4,20,1999,57.0
Europe,Russia,,Moscow,4,21,1999,54.3
Europe,Russia,,Moscow,4,22,1999,52.2
Europe,Russia,,Moscow,4,23,1999,54.3
Europe,Russia,,Moscow,4,24,1999,55.4
Europe,Russia,,Moscow,4,25,1999,56.8
Europe,Russia,,Moscow,4,26,1999,58.4
Europe,Russia,,Moscow,4,27,1999,58.9
Europe,Russia,,Moscow,4,28,1999,59.7
Europe,Russia,,Moscow,4,29,1999,60.6
Europe,Russia,,Moscow,4,30,1999,46.8
Europe,Russia,,Moscow,5,1,1999,40.4
Europe,Russia,,Moscow,5,2,1999,38.8
Europe,Russia,,Moscow,5,3,1999,32.7
Europe,Russia,,Moscow,5,4,1999,32.6
Europe,Russia,,Moscow,5,5,1999,34.9
Europe,Russia,,Moscow,5,6,1999,33.9
Europe,Russia,,Moscow,5,7,1999,40.5
Europe,Russia,,Moscow,5,8,1999,32.5
Europe,Russia,,Moscow,5,9,1999,34.3
Europe,Russia,,Moscow,5,10,1999,43.7
Europe,Russia,,Moscow,5,11,1999,39.5
Europe,Russia,,Moscow,5,12,1999,33.9
Europe,Russia,,Moscow,5,13,1999,39.2
Europe,Russia,,Moscow,5,14,1999,41.1
Europe,Russia,,Moscow,5,15,1999,45.0
Europe,Russia,,Moscow,5,16,1999,45.8
Europe,Russia,,Moscow,5,17,1999,49.2
Europe,Russia,,Moscow,5,18,1999,46.2
Europe,Russia,,Moscow,5,19,1999,43.0
Europe,Russia,,Moscow,5,20,1999,46.1
Europe,Russia,,Moscow,5,21,1999,45.8
Europe,Russia,,Moscow,5,22,1999,54.9
Europe,Russia,,Moscow,5,23,1999,61.2
Europe,Russia,,Moscow,5,24,1999,61.8
Europe,Russia,,Moscow,5,25,1999,61.3
Europe,Russia,,Moscow,5,26,1999,62.7
Europe,Russia,,Moscow,5,27,1999,61.9
Europe,Russia,,Moscow,5,28,1999,58.6
Europe,Russia,,Moscow,5,29,1999,58.6
Europe,Russia,,Moscow,5,30,1999,67.2
Europe,Russia,,Moscow,5,31,1999,55.2
Europe,Russia,,Moscow,6,1,1999,47.1
Europe,Russia,,Moscow,6,2,1999,53.5
Europe,Russia,,Moscow,6,3,1999,59.8
Europe,Russia,,Moscow,6,4,1999,64.9
Europe,Russia,,Moscow,6,5,1999,67.8
Europe,Russia,,Moscow,6,6,1999,70.7
Europe,Russia,,Moscow,6,7,1999,71.8
Europe,Russia,,Moscow,6,8,1999,73.2
Europe,Russia,,Moscow,6,9,1999,75.8
Europe,Russia,,Moscow,6,10,1999,75.3
Europe,Russia,,Moscow,6,11,1999,75.4
Europe,Russia,,Moscow,6,12,1999,70.2
Europe,Russia,,Moscow,6,13,1999,65.7
Europe,Russia,,Moscow,6,14,1999,63.4
Europe,Russia,,Moscow,6,15,1999,69.2
Europe,Russia,,Moscow,6,16,1999,72.7
Europe,Russia,,Moscow,6,17,1999,68.3
Europe,Russia,,Moscow,6,18,1999,65.7
Europe,Russia,,Moscow,6,19,1999,61.1
Europe,Russia,,Moscow,6,20,1999,67.2
Europe,Russia,,Moscow,6,21,1999,69.5
Europe,Russia,,Moscow,6,22,1999,71.8
Europe,Russia,,Moscow,6,23,1999,74.6
Europe,Russia,,Moscow,6,24,1999,76.0
Europe,Russia,,Moscow,6,25,1999,75.8
Europe,Russia,,Moscow,6,26,1999,76.9
Europe,Russia,,Moscow,6,27,1999,72.9
Europe,Russia,,Moscow,6,28,1999,71.6
Europe,Russia,,Moscow,6,29,1999,73.5
Europe,Russia,,Moscow,6,30,1999,74.1
Europe,Russia,,Moscow,7,1,1999,77.3
Europe,Russia,,Moscow,7,2,1999,77.0
Europe,Russia,,Moscow,7,3,1999,74.5
Europe,Russia,,Moscow,7,4,1999,70.1
Europe,Russia,,Moscow,7,5,1999,69.8
Europe,Russia,,Moscow,7,6,1999,77.0
Europe,Russia,,Moscow,7,7,1999,80.6
Europe,Russia,,Moscow,7,8,1999,76.5
Europe,Russia,,Moscow,7,9,1999,65.7
Europe,Russia,,Moscow,7,10,1999,63.6
Europe,Russia,,Moscow,7,11,1999,64.2
Europe,Russia,,Moscow,7,12,1999,70.9
Europe,Russia,,Moscow,7,13,1999,72.3
Europe,Russia,,Moscow,7,14,1999,77.6
Europe,Russia,,Moscow,7,15,1999,77.3
Europe,Russia,,Moscow,7,16,1999,78.3
Europe,Russia,,Moscow,7,17,1999,71.9
Europe,Russia,,Moscow,7,18,1999,64.9
Europe,Russia,,Moscow,7,19,1999,65.7
Europe,Russia,,Moscow,7,20,1999,65.4
Europe,Russia,,Moscow,7,21,1999,67.0
Europe,Russia,,Moscow,7,22,1999,70.9
Europe,Russia,,Moscow,7,23,1999,72.6
Europe,Russia,,Moscow,7,24,1999,67.4
Europe,Russia,,Moscow,7,25,1999,70.2
Europe,Russia,,Moscow,7,26,1999,71.3
Europe,Russia,,Moscow,7,27,1999,70.8
Europe,Russia,,Moscow,7,28,1999,59.2
Europe,Russia,,Moscow,7,29,1999,61.5
Europe,Russia,,Moscow,7,30,1999,64.0
Europe,Russia,,Moscow,7,31,1999,60.6
Europe,Russia,,Moscow,8,1,1999,63.5
Europe,Russia,,Moscow,8,2,1999,63.2
Europe,Russia,,Moscow,8,3,1999,62.8
Europe,Russia,,Moscow,8,4,1999,65.2
Europe,Russia,,Moscow,8,5,1999,63.3
Europe,Russia,,Moscow,8,6,1999,62.6
Europe,Russia,,Moscow,8,7,1999,66.0
Europe,Russia,,Moscow,8,8,1999,60.0
Europe,Russia,,Moscow,8,9,1999,55.2
Europe,Russia,,Moscow,8,10,1999,57.5
Europe,Russia,,Moscow,8,11,1999,64.6
Europe,Russia,,Moscow,8,12,1999,62.6
Europe,Russia,,Moscow,8,13,1999,62.6
Europe,Russia,,Moscow,8,14,1999,64.6
Europe,Russia,,Moscow,8,15,1999,62.6
Europe,Russia,,Moscow,8,16,1999,57.0
Europe,Russia,,Moscow,8,17,1999,58.8
Europe,Russia,,Moscow,8,18,1999,59.0
Europe,Russia,,Moscow,8,19,1999,61.5
Europe,Russia,,Moscow,8,20,1999,63.0
Europe,Russia,,Moscow,8,21,1999,60.7
Europe,Russia,,Moscow,8,22,1999,55.9
Europe,Russia,,Moscow,8,23,1999,56.1
Europe,Russia,,Moscow,8,24,1999,54.9
Europe,Russia,,Moscow,8,25,1999,55.2
Europe,Russia,,Moscow,8,26,1999,56.2
Europe,Russia,,Moscow,8,27,1999,59.6
Europe,Russia,,Moscow,8,28,1999,60.1
Europe,Russia,,Moscow,8,29,1999,58.2
Europe,Russia,,Moscow,8,30,1999,56.2
Europe,Russia,,Moscow,8,31,1999,51.0
Europe,Russia,,Moscow,9,1,1999,48.9
Europe,Russia,,Moscow,9,2,1999,49.6
Europe,Russia,,Moscow,9,3,1999,53.8
Europe,Russia,,Moscow,9,4,1999,59.3
Europe,Russia,,Moscow,9,5,1999,61.3
Europe,Russia,,Moscow,9,6,1999,62.9
Europe,Russia,,Moscow,9,7,1999,64.8
Europe,Russia,,Moscow,9,8,1999,64.2
Europe,Russia,,Moscow,9,9,1999,62.6
Europe,Russia,,Moscow,9,10,1999,55.8
Europe,Russia,,Moscow,9,11,1999,52.8
Europe,Russia,,Moscow,9,12,1999,44.3
Europe,Russia,,Moscow,9,13,1999,43.0
Europe,Russia,,Moscow,9,14,1999,43.6
Europe,Russia,,Moscow,9,15,1999,44.1
Europe,Russia,,Moscow,9,16,1999,43.3
Europe,Russia,,Moscow,9,17,1999,42.5
Europe,Russia,,Moscow,9,18,1999,44.2
Europe,Russia,,Moscow,9,19,1999,47.4
Europe,Russia,,Moscow,9,20,1999,44.4
Europe,Russia,,Moscow,9,21,1999,47.6
Europe,Russia,,Moscow,9,22,1999,50.5
Europe,Russia,,Moscow,9,23,1999,51.5
Europe,Russia,,Moscow,9,24,1999,52.1
Europe,Russia,,Moscow,9,25,1999,56.7
Europe,Russia,,Moscow,9,26,1999,55.3
Europe,Russia,,Moscow,9,27,1999,50.7
Europe,Russia,,Moscow,9,28,1999,53.3
Europe,Russia,,Moscow,9,29,1999,55.8
Europe,Russia,,Moscow,9,30,1999,57.6
Europe,Russia,,Moscow,10,1,1999,61.4
Europe,Russia,,Moscow,10,2,1999,55.9
Europe,Russia,,Moscow,10,3,1999,54.4
Europe,Russia,,Moscow,10,4,1999,62.3
Europe,Russia,,Moscow,10,5,1999,61.7
Europe,Russia,,Moscow,10,6,1999,62.4
Europe,Russia,,Moscow,10,7,1999,60.5
Europe,Russia,,Moscow,10,8,1999,59.0
Europe,Russia,,Moscow,10,9,1999,51.0
Europe,Russia,,Moscow,10,10,1999,50.2
Europe,Russia,,Moscow,10,11,1999,44.9
Europe,Russia,,Moscow,10,12,1999,44.6
Europe,Russia,,Moscow,10,13,1999,43.3
Europe,Russia,,Moscow,10,14,1999,40.4
Europe,Russia,,Moscow,10,15,1999,40.8
Europe,Russia,,Moscow,10,16,1999,41.3
Europe,Russia,,Moscow,10,17,1999,36.9
Europe,Russia,,Moscow,10,18,1999,30.2
Europe,Russia,,Moscow,10,19,1999,30.2
Europe,Russia,,Moscow,10,20,1999,30.4
Europe,Russia,,Moscow,10,21,1999,32.0
Europe,Russia,,Moscow,10,22,1999,33.8
Europe,Russia,,Moscow,10,23,1999,32.6
Europe,Russia,,Moscow,10,24,1999,31.2
Europe,Russia,,Moscow,10,25,1999,34.8
Europe,Russia,,Moscow,10,26,1999,39.0
Europe,Russia,,Moscow,10,27,1999,47.8
Europe,Russia,,Moscow,10,28,1999,44.9
Europe,Russia,,Moscow,10,29,1999,38.5
Europe,Russia,,Moscow,10,30,1999,39.0
Europe,Russia,,Moscow,10,31,1999,40.5
Europe,Russia,,Moscow,11,1,1999,38.6
Europe,Russia,,Moscow,11,2,1999,43.6
Europe,Russia,,Moscow,11,3,1999,42.4
Europe,Russia,,Moscow,11,4,1999,37.8
Europe,Russia,,Moscow,11,5,1999,32.4
Europe,Russia,,Moscow,11,6,1999,28.2
Europe,Russia,,Moscow,11,7,1999,19.4
Europe,Russia,,Moscow,11,8,1999,15.9
Europe,Russia,,Moscow,11,9,1999,14.0
Europe,Russia,,Moscow,11,10,1999,20.9
Europe,Russia,,Moscow,11,11,1999,26.4
Europe,Russia,,Moscow,11,12,1999,28.3
Europe,Russia,,Moscow,11,13,1999,26.1
Europe,Russia,,Moscow,11,14,1999,34.4
Europe,Russia,,Moscow,11,15,1999,26.2
Europe,Russia,,Moscow,11,16,1999,14.4
Europe,Russia,,Moscow,11,17,1999,22.0
Europe,Russia,,Moscow,11,18,1999,22.6
Europe,Russia,,Moscow,11,19,1999,10.9
Europe,Russia,,Moscow,11,20,1999,10.4
Europe,Russia,,Moscow,11,21,1999,13.5
Europe,Russia,,Moscow,11,22,1999,22.1
Europe,Russia,,Moscow,11,23,1999,20.1
Europe,Russia,,Moscow,11,24,1999,4.2
Europe,Russia,,Moscow,11,25,1999,0.9
Europe,Russia,,Moscow,11,26,1999,3.7
Europe,Russia,,Moscow,11,27,1999,9.3
Europe,Russia,,Moscow,11,28,1999,15.4
Europe,Russia,,Moscow,11,29,1999,30.1
Europe,Russia,,Moscow,11,30,1999,32.4
Europe,Russia,,Moscow,12,1,1999,33.3
Europe,Russia,,Moscow,12,2,1999,34.4
Europe,Russia,,Moscow,12,3,1999,31.3
Europe,Russia,,Moscow,12,4,1999,32.1
Europe,Russia,,Moscow,12,5,1999,31.7
Europe,Russia,,Moscow,12,6,1999,18.2
Europe,Russia,,Moscow,12,7,1999,23.0
Europe,Russia,,Moscow,12,8,1999,31.7
Europe,Russia,,Moscow,12,9,1999,29.4
Europe,Russia,,Moscow,12,10,1999,33.4
Europe,Russia,,Moscow,12,11,1999,33.6
Europe,Russia,,Moscow,12,12,1999,33.9
Europe,Russia,,Moscow,12,13,1999,38.5
Europe,Russia,,Moscow,12,14,1999,31.0
Europe,Russia,,Moscow,12,15,1999,32.0
Europe,Russia,,Moscow,12,16,1999,32.1
Europe,Russia,,Moscow,12,17,1999,26.4
Europe,Russia,,Moscow,12,18,1999,24.6
Europe,Russia,,Moscow,12,19,1999,28.0
Europe,Russia,,Moscow,12,20,1999,25.1
Europe,Russia,,Moscow,12,21,1999,24.0
Europe,Russia,,Moscow,12,22,1999,19.9
Europe,Russia,,Moscow,12,23,1999,27.1
Europe,Russia,,Moscow,12,24,1999,20.2
Europe,Russia,,Moscow,12,25,1999,13.0
Europe,Russia,,Moscow,12,26,1999,14.8
Europe,Russia,,Moscow,12,27,1999,19.0
Europe,Russia,,Moscow,12,28,1999,28.9
Europe,Russia,,Moscow,12,29,1999,29.0
Europe,Russia,,Moscow,12,30,1999,26.7
Europe,Russia,,Moscow,12,31,1999,22.7
Europe,Russia,,Moscow,1,1,2000,20.7
Europe,Russia,,Moscow,1,2,2000,17.9
Europe,Russia,,Moscow,1,3,2000,13.7
Europe,Russia,,Moscow,1,4,2000,21.7
Europe,Russia,,Moscow,1,5,2000,31.2
Europe,Russia,,Moscow,1,6,2000,29.4
Europe,Russia,,Moscow,1,7,2000,22.9
Europe,Russia,,Moscow,1,8,2000,28.8
Europe,Russia,,Moscow,1,9,2000,32.9
Europe,Russia,,Moscow,1,10,2000,32.0
Europe,Russia,,Moscow,1,11,2000,30.3
Europe,Russia,,Moscow,1,12,2000,29.2
Europe,Russia,,Moscow,1,13,2000,28.1
Europe,Russia,,Moscow,1,14,2000,21.1
Europe,Russia,,Moscow,1,15,2000,20.9
Europe,Russia,,Moscow,1,16,2000,17.4
Europe,Russia,,Moscow,1,17,2000,20.3
Europe,Russia,,Moscow,1,18,2000,18.6
Europe,Russia,,Moscow,1,19,2000,17.8
Europe,Russia,,Moscow,1,20,2000,8.1
Europe,Russia,,Moscow,1,21,2000,3.3
Europe,Russia,,Moscow,1,22,2000,-4.0
Europe,Russia,,Moscow,1,23,2000,-0.6
Europe,Russia,,Moscow,1,24,2000,0.9
Europe,Russia,,Moscow,1,25,2000,-0.9
Europe,Russia,,Moscow,1,26,2000,-4.2
Europe,Russia,,Moscow,1,27,2000,14.0
Europe,Russia,,Moscow,1,28,2000,28.3
Europe,Russia,,Moscow,1,29,2000,28.5
Europe,Russia,,Moscow,1,30,2000,30.6
Europe,Russia,,Moscow,1,31,2000,26.3
Europe,Russia,,Moscow,2,1,2000,16.7
Europe,Russia,,Moscow,2,2,2000,26.3
Europe,Russia,,Moscow,2,3,2000,29.7
Europe,Russia,,Moscow,2,4,2000,18.9
Europe,Russia,,Moscow,2,5,2000,27.4
Europe,Russia,,Moscow,2,6,2000,23.1
Europe,Russia,,Moscow,2,7,2000,30.6
Europe,Russia,,Moscow,2,8,2000,34.5
Europe,Russia,,Moscow,2,9,2000,33.9
Europe,Russia,,Moscow,2,10,2000,32.9
Europe,Russia,,Moscow,2,11,2000,29.8
Europe,Russia,,Moscow,2,12,2000,31.1
Europe,Russia,,Moscow,2,13,2000,32.6
Europe,Russia,,Moscow,2,14,2000,30.5
Europe,Russia,,Moscow,2,15,2000,29.2
Europe,Russia,,Moscow,2,16,2000,28.0
Europe,Russia,,Moscow,2,17,2000,28.7
Europe,Russia,,Moscow,2,18,2000,26.8
Europe,Russia,,Moscow,2,19,2000,32.8
Europe,Russia,,Moscow,2,20,2000,33.0
Europe,Russia,,Moscow,2,21,2000,29.8
Europe,Russia,,Moscow,2,22,2000,18.5
Europe,Russia,,Moscow,2,23,2000,14.4
Europe,Russia,,Moscow,2,24,2000,11.6
Europe,Russia,,Moscow,2,25,2000,10.9
Europe,Russia,,Moscow,2,26,2000,7.0
Europe,Russia,,Moscow,2,27,2000,4.8
Europe,Russia,,Moscow,2,28,2000,27.7
Europe,Russia,,Moscow,2,29,2000,34.8
Europe,Russia,,Moscow,3,1,2000,34.8
Europe,Russia,,Moscow,3,2,2000,34.6
Europe,Russia,,Moscow,3,3,2000,32.4
Europe,Russia,,Moscow,3,4,2000,33.6
Europe,Russia,,Moscow,3,5,2000,28.4
Europe,Russia,,Moscow,3,6,2000,23.2
Europe,Russia,,Moscow,3,7,2000,26.1
Europe,Russia,,Moscow,3,8,2000,29.4
Europe,Russia,,Moscow,3,9,2000,28.4
Europe,Russia,,Moscow,3,10,2000,20.8
Europe,Russia,,Moscow,3,11,2000,16.9
Europe,Russia,,Moscow,3,12,2000,17.0
Europe,Russia,,Moscow,3,13,2000,20.3
Europe,Russia,,Moscow,3,14,2000,25.4
Europe,Russia,,Moscow,3,15,2000,33.6
Europe,Russia,,Moscow,3,16,2000,31.0
Europe,Russia,,Moscow,3,17,2000,28.9
Europe,Russia,,Moscow,3,18,2000,27.5
Europe,Russia,,Moscow,3,19,2000,31.8
Europe,Russia,,Moscow,3,20,2000,32.5
Europe,Russia,,Moscow,3,21,2000,30.6
Europe,Russia,,Moscow,3,22,2000,30.0
Europe,Russia,,Moscow,3,23,2000,35.2
Europe,Russia,,Moscow,3,24,2000,31.1
Europe,Russia,,Moscow,3,25,2000,28.5
Europe,Russia,,Moscow,3,26,2000,26.6
Europe,Russia,,Moscow,3,27,2000,27.7
Europe,Russia,,Moscow,3,28,2000,27.7
Europe,Russia,,Moscow,3,29,2000,28.9
Europe,Russia,,Moscow,3,30,2000,31.0
Europe,Russia,,Moscow,3,31,2000,34.9
Europe,Russia,,Moscow,4,1,2000,36.8
Europe,Russia,,Moscow,4,2,2000,37.4
Europe,Russia,,Moscow,4,3,2000,37.6
Europe,Russia,,Moscow,4,4,2000,35.1
Europe,Russia,,Moscow,4,5,2000,34.1
Europe,Russia,,Moscow,4,6,2000,37.8
Europe,Russia,,Moscow,4,7,2000,42.7
Europe,Russia,,Moscow,4,8,2000,45.3
Europe,Russia,,Moscow,4,9,2000,46.9
Europe,Russia,,Moscow,4,10,2000,46.9
Europe,Russia,,Moscow,4,11,2000,50.1
Europe,Russia,,Moscow,4,12,2000,51.6
Europe,Russia,,Moscow,4,13,2000,51.9
Europe,Russia,,Moscow,4,14,2000,54.0
Europe,Russia,,Moscow,4,15,2000,57.2
Europe,Russia,,Moscow,4,16,2000,52.8
Europe,Russia,,Moscow,4,17,2000,55.0
Europe,Russia,,Moscow,4,18,2000,53.7
Europe,Russia,,Moscow,4,19,2000,53.1
Europe,Russia,,Moscow,4,20,2000,55.6
Europe,Russia,,Moscow,4,21,2000,61.3
Europe,Russia,,Moscow,4,22,2000,59.5
Europe,Russia,,Moscow,4,23,2000,61.1
Europe,Russia,,Moscow,4,24,2000,61.6
Europe,Russia,,Moscow,4,25,2000,63.9
Europe,Russia,,Moscow,4,26,2000,63.4
Europe,Russia,,Moscow,4,27,2000,61.2
Europe,Russia,,Moscow,4,28,2000,54.0
Europe,Russia,,Moscow,4,29,2000,54.3
Europe,Russia,,Moscow,4,30,2000,44.5
Europe,Russia,,Moscow,5,1,2000,35.4
Europe,Russia,,Moscow,5,2,2000,35.4
Europe,Russia,,Moscow,5,3,2000,41.8
Europe,Russia,,Moscow,5,4,2000,41.5
Europe,Russia,,Moscow,5,5,2000,48.6
Europe,Russia,,Moscow,5,6,2000,48.1
Europe,Russia,,Moscow,5,7,2000,44.4
Europe,Russia,,Moscow,5,8,2000,49.5
Europe,Russia,,Moscow,5,9,2000,49.9
Europe,Russia,,Moscow,5,10,2000,47.9
